genome_name,contig_size,p_gene_nr,p_gene_length_sum,n_gene_nr,n_gene_length_sum,p_U_overlap_nr,p_U_overlap_length_sum,n_U_overlap_nr,n_U_overlap_length_sum,p_gap_length_sum,n_gap_length_sum,C_overlap_nr,D_overlap_nr,C_lengt_sum,D_lengt_sum
GCA_030018855.1,12637,11,9215,3,1878,1,-3,0,0,3309,271,0,1,0,3
GCA_030018855.1,12630,5,3900,8,7175,1,-3,2,-10,436,5058,0,0,0,0
GCA_030018855.1,11694,3,1692,6,8778,0,0,1,0,228,2572,0,0,0,0
GCA_030018855.1,11356,8,3547,4,5348,1,-3,0,0,4477,4975,0,0,0,0
GCA_030018855.1,11274,12,10200,0,0,2,-19,0,0,885,0,0,0,0,0
GCA_030018855.1,11185,4,4430,6,6204,0,0,1,-33,259,4980,0,0,0,0
GCA_030018855.1,11094,0,0,10,9977,0,0,2,-17,0,865,0,0,0,0
GCA_030018855.1,11085,6,7356,3,2735,3,-16,0,0,168,488,0,0,0,0
GCA_030018855.1,10988,3,3244,5,6500,0,0,0,0,287,390,0,0,0,0
GCA_030018855.1,10957,1,245,12,9109,0,0,2,-3,0,1697,0,0,0,0
GCA_030018855.1,28984,13,14273,14,10498,0,0,4,-23,14535,9364,0,0,0,0
GCA_030018855.1,10837,4,3965,4,5942,1,-3,0,0,22,189,0,0,0,0
GCA_030018855.1,10788,10,8111,2,1474,3,-43,0,0,1126,3998,0,0,0,0
GCA_030018855.1,10689,0,0,10,9761,0,0,2,-21,0,927,0,0,0,0
GCA_030018855.1,10398,7,8494,2,1495,3,-29,0,0,-17,18,0,0,0,0
GCA_030018855.1,10292,6,4356,6,4894,0,0,2,-31,586,5280,0,0,0,0
GCA_030018855.1,10282,4,3327,5,5968,0,0,0,0,402,346,0,0,0,0
GCA_030018855.1,10192,3,2914,8,6207,1,-10,1,-3,44,3912,0,0,0,0
GCA_030018855.1,10173,9,8360,1,956,1,-7,0,0,1812,0,0,0,0,0
GCA_030018855.1,10157,7,3617,7,5165,2,-6,1,-3,4464,1108,0,0,0,0
GCA_030018855.1,10101,6,7114,2,1069,1,-9,0,0,1365,2025,0,0,0,0
GCA_030018855.1,28157,21,15179,11,8955,2,-19,1,-16,9185,13190,0,0,0,0
GCA_030018855.1,10062,6,8886,1,417,0,0,0,0,383,0,0,0,0,0
GCA_030018855.1,9945,1,1832,6,6873,0,0,0,0,0,3071,0,0,0,0
GCA_030018855.1,9919,2,1719,8,7066,0,0,1,-7,7944,556,0,0,0,0
GCA_030018855.1,9873,7,3609,5,4369,1,0,0,0,6124,1394,0,0,0,0
GCA_030018855.1,9760,3,2370,7,6254,0,0,1,-7,7032,416,0,0,0,0
GCA_030018855.1,9658,0,0,9,8676,0,0,0,0,0,636,0,0,0,0
GCA_030018855.1,9596,1,217,7,8586,0,0,0,0,0,795,0,1,0,3
GCA_030018855.1,9364,10,8421,2,154,2,-61,0,0,942,17,0,0,0,0
GCA_030018855.1,9338,5,4243,5,3949,1,-3,0,0,4744,406,0,0,0,0
GCA_030018855.1,9194,5,4972,5,3076,1,-3,1,-34,455,277,0,0,0,0
GCA_030018855.1,27870,17,17356,7,7229,1,0,0,0,10130,14068,0,0,0,0
GCA_030018855.1,9135,6,3903,4,4151,1,-18,0,0,3296,3806,0,0,0,0
GCA_030018855.1,9061,7,4466,4,3563,1,-3,1,-34,3219,2259,0,0,0,0
GCA_030018855.1,8929,6,2672,5,4732,0,0,0,0,1052,229,0,0,0,0
GCA_030018855.1,8886,2,1552,4,6356,1,-22,1,0,-22,329,0,0,0,0
GCA_030018855.1,8872,4,2726,5,4813,0,0,0,0,269,207,0,0,0,0
GCA_030018855.1,8636,7,7694,0,0,1,-13,0,0,420,0,0,0,0,0
GCA_030018855.1,8586,7,7867,0,0,0,0,0,0,718,0,0,0,0,0
GCA_030018855.1,8530,3,3766,4,3815,0,0,0,0,4742,257,0,0,0,0
GCA_030018855.1,8516,8,7802,0,0,1,-7,0,0,594,0,0,0,0,0
GCA_030018855.1,8508,1,1442,6,5961,0,0,2,-31,0,336,0,0,0,0
GCA_030018855.1,27590,18,16268,9,8640,4,-95,3,-40,11230,13311,0,0,0,0
GCA_030018855.1,8482,0,0,8,7072,0,0,2,-6,0,478,0,0,0,0
GCA_030018855.1,8392,3,2787,7,5403,2,-88,1,-6,-88,2988,0,0,0,0
GCA_030018855.1,8347,1,362,9,7027,0,0,1,-22,0,1319,0,0,0,0
GCA_030018855.1,8316,5,4696,3,2772,1,-3,1,-3,3619,959,0,0,0,0
GCA_030018855.1,8304,3,5004,3,2115,0,0,0,0,212,265,0,0,0,0
GCA_030018855.1,8247,2,2599,5,4971,0,0,0,0,79,3275,0,0,0,0
GCA_030018855.1,8234,0,0,9,7236,0,0,2,-43,0,734,0,0,0,0
GCA_030018855.1,8188,1,248,8,7197,0,0,2,-33,0,961,0,0,0,0
GCA_030018855.1,8123,4,2673,4,4634,0,0,1,-7,3359,902,0,0,0,0
GCA_030018855.1,7991,8,6412,3,857,1,-3,0,0,547,7133,0,0,0,0
GCA_030018855.1,25364,15,15582,8,7057,0,0,2,-50,6348,13477,0,0,0,0
GCA_030018855.1,7970,0,0,8,6901,0,0,0,0,0,878,0,0,0,0
GCA_030018855.1,7968,6,2688,3,3945,1,-3,1,-3,4626,181,0,0,0,0
GCA_030018855.1,7911,6,5133,2,2012,3,-19,0,0,274,139,0,0,0,0
GCA_030018855.1,7884,4,3428,2,3877,1,-13,0,0,139,64,0,0,0,0
GCA_030018855.1,7804,3,2090,4,5003,0,0,1,-16,3865,349,0,0,0,0
GCA_030018855.1,7730,1,1067,8,5854,0,0,4,-29,0,215,0,0,0,0
GCA_030018855.1,7668,3,1263,8,5104,0,0,1,-3,371,764,0,0,0,0
GCA_030018855.1,7593,10,6733,0,0,0,0,0,0,630,0,0,0,0,0
GCA_030018855.1,7584,5,6619,1,452,2,-9,0,0,912,0,0,0,0,0
GCA_030018855.1,7556,0,0,6,7130,0,0,0,0,0,281,0,0,0,0
GCA_030018855.1,22533,6,4599,13,15197,0,0,2,-3,12967,5352,0,0,0,0
GCA_030263755.1,24144,4,3833,15,16616,1,-9,1,0,7624,7446,0,0,0,0
GCA_030263755.1,22441,19,14624,5,4801,2,-3,0,0,5923,16857,0,0,0,0
GCA_030263755.1,2913,4,2372,0,0,2,-31,0,0,-28,0,0,0,0,0
GCA_030263755.1,2893,0,0,3,2361,0,0,0,0,0,153,0,0,0,0
GCA_030263755.1,94429,73,62760,24,17544,8,-61,5,-36,23881,76792,0,0,0,0
GCA_030263755.1,92925,47,35283,48,44355,2,-52,2,-28,57559,32143,0,0,0,0
GCA_030263755.1,20491,13,12376,6,5667,4,-27,0,0,7831,8890,0,0,0,0
GCA_030263755.1,2720,3,2097,0,0,1,-3,0,0,387,0,0,0,0,0
GCA_030263755.1,20138,0,0,18,13863,0,0,3,-27,0,6131,0,0,0,0
GCA_030263755.1,20884,3,4113,12,14034,0,0,1,-3,9863,2304,0,0,0,0
GCA_030263755.1,88887,48,46204,31,31787,1,-16,3,-92,36993,54785,0,0,0,0
GCA_030263755.1,2583,0,0,2,1591,0,0,0,0,0,148,0,0,0,0
GCA_030263755.1,17882,10,9785,3,4893,2,-36,0,0,2387,183,0,0,0,0
GCA_030263755.1,27179,5,3988,20,16045,0,0,2,-20,16303,9560,0,0,0,0
GCA_030263755.1,2398,1,383,1,1241,0,0,0,0,0,0,0,0,0,0
GCA_030263755.1,17241,15,9302,8,3646,1,-21,0,0,3279,7558,0,0,0,0
GCA_030263755.1,82044,19,18851,43,41855,2,-52,6,-50,60842,40046,0,0,0,0
GCA_030263755.1,15874,3,1089,15,10565,0,0,1,0,5386,4963,0,0,0,0
GCA_030263755.1,15650,0,0,12,13357,0,0,0,0,0,2189,0,0,0,0
GCA_030263755.1,77041,48,41233,40,23136,6,-79,5,-101,34301,53691,0,0,0,0
GCA_030263755.1,14828,0,0,15,14192,0,0,0,0,0,635,0,0,0,0
GCA_030263755.1,23053,13,12645,6,6081,2,-21,1,-67,9466,14648,0,0,0,0
GCA_030263755.1,14489,8,9533,6,1944,1,-3,0,0,861,1671,0,0,0,0
GCA_030263755.1,73161,26,23637,38,37224,1,0,4,-40,48921,24967,0,0,0,0
GCA_030263755.1,129925,31,26981,92,83299,4,-94,13,-240,101695,42750,0,0,0,0
GCA_030263755.1,1923,2,1873,0,0,1,0,0,0,0,0,0,0,0,0
GCA_030263755.1,65939,41,36624,27,19275,5,-51,6,-38,10569,45686,0,0,0,0
GCA_030263755.1,11828,9,6846,1,317,3,-114,0,0,4709,0,0,0,0,0
GCA_030263755.1,63476,5,2685,49,54185,0,0,5,-82,60790,6123,0,0,0,0
GCA_030263755.1,86777,36,39339,27,30250,9,-69,1,-3,34638,55128,0,0,0,0
GCA_030263755.1,63102,30,26939,30,21819,4,-34,3,-21,30782,40194,0,0,0,0
GCA_030263755.1,62748,14,16981,38,39992,3,-49,3,-158,31048,22432,0,0,0,0
GCA_030263755.1,1630,0,0,1,1049,0,0,0,0,0,0,0,0,0,0
GCA_030263755.1,10704,11,7030,2,348,2,-9,0,0,3459,3083,0,0,0,0
GCA_030263755.1,1596,1,392,1,452,0,0,0,0,0,0,0,0,0,0
GCA_030263755.1,59623,23,21763,28,26042,2,-114,4,-13,32702,30334,0,0,0,0
GCA_030263755.1,19347,7,2921,8,11098,2,-10,3,-13,8171,3329,0,0,0,0
GCA_030263755.1,57286,33,32982,16,13568,8,-42,3,-38,13886,43667,0,0,0,0
GCA_030263755.1,90666,41,44926,35,32230,5,-231,5,-143,23588,57155,0,0,0,0
GCA_030263755.1,54812,21,28403,22,20159,0,0,2,-49,24771,34094,0,0,0,0
GCA_030263755.1,8147,0,0,9,5586,0,0,1,-3,0,2128,0,0,0,0
GCA_030263755.1,53744,21,18543,26,26287,2,-58,2,-34,27744,26384,0,0,0,0
GCA_030263755.1,53466,16,12695,34,34029,2,-55,3,-40,28523,18847,0,0,0,0
GCA_030263755.1,7813,4,4075,3,1104,0,0,0,0,642,843,0,0,0,0
GCA_030263755.1,9700,4,3980,5,2593,0,0,1,-24,4125,1784,0,0,0,0
GCA_030263755.1,51151,31,21377,20,19147,4,-194,3,-40,28943,18227,0,0,0,0
GCA_030263755.1,60638,40,29084,27,21678,2,-34,4,-16,26051,29188,0,0,0,0
GCA_030263755.1,49582,29,33754,10,10007,4,-104,0,0,14600,6789,0,0,0,0
GCA_030263755.1,49578,37,37414,6,5394,4,-64,1,-3,11332,1855,0,0,0,0
GCA_030263755.1,7505,2,1113,7,4733,0,0,2,-62,5920,637,0,0,0,0
GCA_030263755.1,6902,3,1623,1,1628,0,0,0,0,4474,0,0,0,0,0
GCA_030263755.1,93709,63,52916,39,26586,9,-108,5,-28,39527,48906,0,0,0,0
GCA_030263755.1,73562,47,41108,29,20932,4,-63,4,-22,30561,49196,0,0,0,0
GCA_030263755.1,83415,41,40682,26,24558,3,-17,2,-35,29216,58750,0,0,0,0
GCA_030263755.1,84497,27,30120,48,37926,5,-62,8,-154,41321,46220,0,0,0,0
GCA_030263755.1,45567,28,23465,19,13859,1,-15,1,-114,19896,28914,0,0,0,0
GCA_030263755.1,221016,68,67210,122,122086,8,-43,22,-190,149601,98541,0,0,0,0
GCA_030263755.1,60429,22,16301,31,33512,3,-19,3,-6,36365,24621,0,0,0,0
GCA_030263755.1,5941,1,182,7,4724,0,0,2,-12,0,894,0,0,0,0
GCA_030263755.1,7125,1,218,7,4610,0,0,2,-17,0,1391,0,0,0,0
GCA_030263755.1,44770,21,17346,25,18944,4,-77,3,-71,23624,25080,0,0,0,0
GCA_030263755.1,61133,10,6715,50,44701,1,-3,12,-379,54341,15323,0,0,0,0
GCA_030263755.1,138676,86,72802,43,41039,9,-42,2,-74,62091,81419,0,0,0,0
GCA_030263755.1,60803,21,21434,38,31562,0,0,2,-14,26702,16738,0,0,0,0
GCA_030263755.1,140714,54,54909,61,63344,9,-343,10,-126,80577,72375,0,0,0,0
GCA_030263755.1,39881,8,8767,25,23708,1,0,1,-16,28821,11544,0,0,0,0
GCA_030263755.1,6499,2,4540,4,1162,0,0,1,-13,3,88,0,0,0,0
GCA_030263755.1,5192,8,1953,5,1981,2,-6,2,-58,2942,1769,0,0,0,0
GCA_030263755.1,133235,69,68721,43,42830,8,-50,14,-77,61995,39265,0,0,0,0
GCA_030263755.1,4823,1,4216,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030263755.1,169009,61,70283,78,73754,2,-16,5,-131,94996,86848,0,0,0,0
GCA_030263755.1,32773,16,22118,6,6612,1,-7,0,0,6725,22804,0,0,0,0
GCA_030263755.1,119986,52,69533,31,36329,8,-59,3,-208,50037,38319,0,0,0,0
GCA_030263755.1,31291,23,19306,9,6783,5,-25,2,-6,11658,14690,0,0,0,0
GCA_030263755.1,4021,3,2022,1,1028,1,-3,0,0,43,0,0,0,0,0
GCA_030263755.1,41210,14,13222,25,21334,0,0,3,-19,15395,18213,0,0,0,0
GCA_030263755.1,29531,19,18245,9,5448,2,-167,0,0,8398,23482,0,0,0,0
GCA_030263755.1,31149,11,5104,21,19761,2,-13,0,0,21247,6400,0,0,0,0
GCA_030263755.1,31463,13,10481,16,13036,3,-48,0,0,4831,16236,0,0,0,0
GCA_030263755.1,4445,0,0,4,3660,0,0,2,-10,0,316,0,0,0,0
GCA_030263755.1,27990,7,7079,18,17352,1,-7,8,-384,5015,10328,0,0,0,0
GCA_030263755.1,27183,8,4498,26,17178,1,-7,6,-160,9227,9975,0,0,0,0
GCA_030263755.1,27646,5,2902,20,20019,0,0,0,0,7933,6366,0,0,0,0
GCA_030263755.1,25801,5,7183,14,14705,0,0,1,-78,13460,8769,0,0,0,0
GCA_030263755.1,25608,6,6555,17,13546,1,-81,2,-18,15100,4529,0,0,0,0
GCA_030263755.1,3354,2,2197,1,433,0,0,0,0,318,0,0,0,0,0
GCA_030263755.1,3309,0,0,5,2167,0,0,1,-103,0,651,0,0,0,0
GCA_030263755.1,25055,4,3338,16,17168,1,-3,4,-15,1538,6504,0,0,0,0
GCA_030263775.1,23738,10,12671,5,5548,0,0,0,0,3210,1343,0,0,0,0
GCA_030263775.1,23346,11,14446,6,5217,1,-3,1,-6,8651,12222,0,0,0,0
GCA_030263775.1,23153,1,216,20,19844,0,0,2,-3,0,2613,0,0,0,0
GCA_030263775.1,22888,0,0,17,20554,0,0,5,-35,0,1459,0,0,0,0
GCA_030263775.1,93979,35,40633,45,39120,4,-42,3,-71,53232,46823,0,0,0,0
GCA_030263775.1,22202,9,15444,5,3163,1,0,0,0,3990,16741,0,0,0,0
GCA_030263775.1,32560,10,10538,15,14154,0,0,0,0,17041,17206,0,0,0,0
GCA_030263775.1,22334,12,9463,8,8737,1,0,1,-9,11166,10153,0,0,0,0
GCA_030263775.1,2732,2,2257,0,0,0,0,0,0,9,0,0,0,0,0
GCA_030263775.1,46327,12,14475,17,18724,1,-3,2,-19,30388,19575,0,0,0,0
GCA_030263775.1,18282,4,5633,5,8182,0,0,0,0,6459,5141,0,0,0,0
GCA_030263775.1,56001,10,11415,38,31582,0,0,2,-28,44231,10302,0,0,0,0
GCA_030263775.1,86115,21,21873,43,47165,2,-28,7,-65,40519,38139,0,0,0,0
GCA_030263775.1,17922,14,10831,3,1905,3,-40,0,0,4057,235,0,0,0,0
GCA_030263775.1,102283,41,33358,56,47259,0,0,8,-286,67433,38191,0,0,0,0
GCA_030263775.1,16731,6,5274,13,8831,0,0,0,0,9252,6602,0,0,0,0
GCA_030263775.1,26339,7,8048,10,13431,0,0,1,-3,910,12469,0,0,0,0
GCA_030263775.1,26111,22,12788,7,6412,6,-55,0,0,11601,5078,0,1,0,45
GCA_030263775.1,3904,1,315,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030263775.1,16054,4,3185,8,10342,0,0,0,0,4247,2020,0,0,0,0
GCA_030263775.1,15123,2,2035,13,9875,0,0,1,-15,78,4532,0,0,0,0
GCA_030263775.1,24558,18,13194,7,6248,3,-52,0,0,7508,17534,0,0,0,0
GCA_030263775.1,27409,0,0,16,24266,0,0,4,-152,0,2016,0,0,0,0
GCA_030263775.1,14761,0,0,15,14178,0,0,0,0,0,582,0,0,0,0
GCA_030263775.1,2055,0,0,1,1511,0,0,0,0,0,0,0,0,0,0
GCA_030263775.1,72882,15,18987,45,43823,2,-22,4,-20,27949,28746,0,0,0,0
GCA_030263775.1,14133,4,11759,1,779,0,0,0,0,2080,0,0,0,0,0
GCA_030263775.1,2282,0,0,4,2230,0,0,1,-22,0,51,0,0,0,0
GCA_030263775.1,71605,16,12809,46,48781,1,0,6,-72,56341,22299,0,0,0,0
GCA_030263775.1,1898,0,0,2,1766,0,0,0,0,0,131,0,0,0,0
GCA_030263775.1,13211,5,6592,7,4132,0,0,0,0,2188,5327,0,0,0,0
GCA_030263775.1,13123,0,0,11,10459,0,0,1,-3,0,1139,0,0,0,0
GCA_030263775.1,13272,4,5282,3,5361,0,0,0,0,430,338,0,0,0,0
GCA_030263775.1,118282,20,20785,70,75695,2,-22,8,-102,92011,40634,0,0,0,0
GCA_030263775.1,85177,36,36474,24,29136,3,-32,5,-159,46295,54688,0,0,0,0
GCA_030263775.1,1836,1,1559,0,0,0,0,0,0,0,0,0,0,0,0
GCA_030263775.1,12706,3,2310,9,7380,0,0,1,-3,9073,3064,0,0,0,0
GCA_030263775.1,66281,43,36757,19,19835,4,-16,0,0,28727,43502,0,0,0,0
GCA_030263775.1,65712,32,39493,22,18731,3,-10,3,-74,25373,35538,0,0,0,0
GCA_030263775.1,12036,8,6502,5,2548,1,-3,0,0,4201,2351,0,0,0,0
GCA_030263775.1,122262,52,52863,42,48487,11,-108,6,-117,69038,66177,0,0,0,0
GCA_030263775.1,18122,1,1067,10,9506,0,0,1,-3,0,5295,0,0,0,0
GCA_030263775.1,1730,1,1305,1,191,0,0,0,0,0,0,0,0,0,0
GCA_030263775.1,11245,13,8741,0,0,4,-114,0,0,2152,0,0,0,0,0
GCA_030263775.1,61863,22,18701,35,33248,0,0,3,-158,36624,28229,0,0,0,0
GCA_030263775.1,10833,3,3105,4,4841,0,0,0,0,3726,3105,0,0,0,0
GCA_030263775.1,77027,57,39914,28,27086,9,-131,1,-10,34388,31717,0,0,0,0
GCA_030263775.1,114506,36,29970,48,65473,5,-54,8,-19,73573,48667,0,0,0,0
GCA_030263775.1,205585,35,31015,157,131034,1,-43,34,-515,163719,74456,0,0,0,0
GCA_030263775.1,125929,47,51427,48,56967,3,-13,4,-14,45671,68763,0,0,0,0
GCA_030263775.1,16088,3,5658,6,7239,0,0,0,0,2196,7317,0,0,0,0
GCA_030263775.1,9276,3,3591,4,3473,0,0,0,0,1895,2581,0,0,0,0
GCA_030263775.1,57243,23,34003,14,13225,2,-52,1,-3,13792,43465,0,0,0,0
GCA_030263775.1,62361,5,5527,36,45855,0,0,4,-60,915,16193,0,0,0,0
GCA_030263775.1,1547,3,1301,0,0,0,0,0,0,245,0,0,0,0,0
GCA_030263775.1,53159,34,29399,14,13465,2,-22,1,-40,23621,24295,0,0,0,0
GCA_030263775.1,50963,14,16624,28,27527,2,-56,4,-84,28560,21086,0,0,0,0
GCA_030263775.1,77167,42,40479,26,24136,2,-26,1,-3,36167,45032,0,0,0,0
GCA_030263775.1,12655,4,3257,3,4545,0,0,0,0,4604,2360,0,0,0,0
GCA_030263775.1,71686,32,26023,32,32680,4,-38,1,-3,44309,30977,0,0,0,0
GCA_030263775.1,48954,18,20790,17,21370,0,0,2,-13,20699,23461,0,0,0,0
GCA_030263775.1,6769,0,0,5,6379,0,0,1,-3,0,30,0,0,0,0
GCA_030263775.1,47818,18,16350,25,22488,2,-12,2,-32,25195,18926,0,0,0,0
GCA_030263775.1,44943,23,24781,19,15587,1,-49,1,-10,20112,25842,0,0,0,0
GCA_030263775.1,69784,21,18648,35,34084,2,-14,5,-29,50069,24695,0,0,0,0
GCA_030263775.1,6113,5,3499,1,1064,2,-114,0,0,511,0,0,0,0,0
GCA_030263775.1,70816,36,32779,23,29479,2,-68,6,-46,37935,38536,0,0,0,0
GCA_030263775.1,6042,2,2554,1,1835,0,0,0,0,435,0,0,0,0,0
GCA_030263775.1,42518,26,18874,10,13355,3,-22,2,-6,20884,20926,0,0,0,0
GCA_030263775.1,41154,22,19610,17,15050,3,-45,1,-7,10029,25783,0,0,0,0
GCA_030263775.1,40219,12,7526,28,27992,0,0,4,-15,664,2774,0,0,0,0
GCA_030263775.1,39767,19,15143,20,18142,2,-50,5,-77,22825,19932,0,0,0,0
GCA_030263775.1,45215,20,14578,21,20670,4,-25,1,-15,29433,22664,0,0,0,0
GCA_030263775.1,37009,19,13961,16,15321,0,0,0,0,20655,13060,0,0,0,0
GCA_030263775.1,49480,30,32062,11,8918,4,-97,1,-3,16384,20020,0,0,0,0
GCA_030263775.1,64556,32,26561,32,24214,4,-64,4,-76,35247,36267,0,0,0,0
GCA_030263775.1,4689,0,0,4,3833,0,0,0,0,0,510,0,0,0,0
GCA_030263775.1,4636,5,2278,2,1696,1,-7,0,0,498,14,0,0,0,0
GCA_030263775.1,4312,2,2044,0,0,0,0,0,0,195,0,0,0,0,0
GCA_030263775.1,41581,17,11797,21,16818,0,0,5,-173,26436,24375,0,0,0,0
GCA_030263775.1,30182,10,11195,14,14650,1,-3,1,-10,16480,13047,0,0,0,0
GCA_030263775.1,56082,31,31760,18,13683,5,-66,2,-16,23758,26614,0,0,0,0
GCA_030263775.1,3930,3,1758,3,1257,0,0,1,-7,220,-4,0,0,0,0
GCA_030263775.1,27408,12,16465,8,7735,1,-3,2,-7,10693,10038,0,0,0,0
GCA_030263775.1,107116,23,18907,70,70757,1,-3,11,-140,84784,33313,0,0,0,0
GCA_030263775.1,87674,44,40073,39,33219,4,-127,4,-19,37587,52844,0,0,0,0
GCA_030263775.1,51903,6,3124,34,34979,0,0,6,-110,43794,15887,0,0,0,0
GCA_030263775.1,62628,10,12143,62,42257,1,-19,9,-163,13737,18214,0,0,0,0
GCA_030263775.1,26519,5,4930,13,15692,0,0,0,0,17186,9605,0,0,0,0
GCA_030263775.1,49981,26,27346,17,15247,4,-26,3,-62,21468,28674,0,0,0,0
GCA_030263775.1,47629,20,11005,27,26337,7,-116,6,-25,18338,20567,0,0,0,0
GCA_030263775.1,26146,17,16208,7,5339,1,-7,0,0,9814,14778,0,0,0,0
GCA_030263775.1,3404,2,2539,0,0,0,0,0,0,238,0,0,0,0,0
GCA_030263775.1,24997,2,1267,24,21297,0,0,4,-69,954,3513,0,0,0,0
GCA_030263775.1,3270,4,2222,1,203,2,-37,0,0,173,0,0,0,0,0
GCA_030263775.1,28982,12,11487,15,10296,0,0,2,-13,13471,18588,0,0,0,0
GCA_030263775.1,24693,0,0,26,19849,0,0,0,0,0,4443,0,0,0,0
GCA_030263775.1,3972,5,3088,0,0,3,-6,0,0,32,0,0,0,0,0
GCA_030263775.1,24413,2,496,30,16533,0,0,0,0,3941,6266,0,0,0,0
GCA_030409075.1,95787,21,28286,52,51819,2,-16,5,-152,60807,43751,0,0,0,0
GCA_030409075.1,92688,63,63582,20,15877,7,-25,4,-105,28599,48736,0,0,0,0
GCA_030409075.1,79796,30,33108,41,35697,4,-71,9,-124,33655,43985,0,0,0,0
GCA_030409075.1,72518,39,30696,32,31792,11,-79,4,-91,25127,40038,0,0,0,0
GCA_030409075.1,69183,25,27335,31,28979,2,-3,4,-26,34195,39827,0,0,0,0
GCA_030409075.1,67685,33,31752,28,24547,6,-22,1,-3,35102,41050,0,0,0,0
GCA_030409075.1,67443,30,32376,25,26280,3,-137,3,-9,29231,40809,0,0,0,0
GCA_030409075.1,64436,33,48219,9,7239,2,-14,2,-13,13120,25788,0,1,0,13
GCA_030409075.1,62202,50,45162,11,8539,2,-22,1,-25,16177,52711,0,0,0,0
GCA_030409075.1,52716,17,15710,29,24295,2,-65,2,-15,32053,23780,0,0,0,0
GCA_030409075.1,353243,149,164173,144,145170,36,-321,16,-133,188225,182047,0,0,0,0
GCA_030409075.1,50816,29,26354,20,15670,1,-13,2,-3,24329,30908,0,0,0,0
GCA_030409075.1,50301,22,15983,23,23718,3,-55,1,-3,33576,18385,0,0,0,0
GCA_030409075.1,50103,17,17962,18,24366,0,0,3,-41,25584,24385,0,0,0,0
GCA_030409075.1,49119,49,32433,11,10741,9,-93,2,-12,15632,20538,0,0,0,0
GCA_030409075.1,46443,19,17912,25,22797,4,-64,2,-16,14883,20612,0,0,0,0
GCA_030409075.1,44251,27,32163,5,3556,0,0,0,0,11856,9600,0,0,0,0
GCA_030409075.1,41460,11,8449,26,25024,0,0,5,-60,19122,15585,0,0,0,0
GCA_030409075.1,41141,8,2968,33,29792,1,-3,5,-58,23762,11259,0,0,0,0
GCA_030409075.1,41009,13,16682,18,20517,2,-12,3,-34,23793,19109,0,0,0,0
GCA_030409075.1,40929,33,18716,17,13510,2,-70,1,-18,20501,17084,0,0,0,0
GCA_030409075.1,327364,161,153017,140,125701,24,-290,13,-128,160490,199961,0,0,0,0
GCA_030409075.1,37901,42,32898,2,883,9,-82,0,0,2563,23405,0,0,0,0
GCA_030409075.1,31812,18,21381,6,6417,7,-46,2,-46,9630,13050,0,0,0,0
GCA_030409075.1,31082,15,11243,12,13668,2,-6,2,-59,19665,9380,0,0,0,0
GCA_030409075.1,29494,5,6223,18,20176,1,-3,1,-3,7048,9317,0,0,0,0
GCA_030409075.1,27731,12,9585,15,11022,1,-49,2,-13,14656,12353,0,0,0,0
GCA_030409075.1,27460,10,13256,12,10950,1,-3,1,-10,8546,7209,0,0,0,0
GCA_030409075.1,27110,4,4556,18,17800,0,0,0,0,21957,4404,0,0,0,0
GCA_030409075.1,26478,0,0,28,21212,0,0,6,-59,0,4321,0,0,0,0
GCA_030409075.1,25431,19,14988,8,6397,1,-3,1,-19,6311,17294,0,0,0,0
GCA_030409075.1,25219,12,10380,11,11185,1,0,4,-35,9882,11262,0,0,0,0
GCA_030409075.1,236226,111,94924,115,104847,6,-49,18,-191,131016,129979,0,0,0,0
GCA_030409075.1,24334,8,6808,16,13808,2,-34,1,-3,15930,7113,0,0,0,0
GCA_030409075.1,22591,19,13478,5,3256,1,-3,0,0,8067,310,0,0,0,0
GCA_030409075.1,22057,7,7193,14,11260,1,0,0,0,12990,8352,0,0,0,0
GCA_030409075.1,21331,17,15874,2,1486,0,0,0,0,4519,1025,0,0,0,0
GCA_030409075.1,20039,10,7880,9,6081,0,0,0,0,4074,9889,0,0,0,0
GCA_030409075.1,18762,5,7420,10,8444,0,0,0,0,661,1418,0,0,0,0
GCA_030409075.1,18755,9,7260,8,9433,1,-25,0,0,3443,4334,0,0,0,0
GCA_030409075.1,16920,3,5058,9,7904,0,0,0,0,5821,8405,0,0,0,0
GCA_030409075.1,16307,12,6667,7,4801,2,-3,1,-31,8817,6676,0,1,0,49
GCA_030409075.1,16236,5,7252,10,6444,0,0,0,0,1910,9618,0,0,0,0
GCA_030409075.1,176932,54,64087,99,85081,3,-25,10,-113,99689,91354,0,0,0,0
GCA_030409075.1,15979,0,0,15,15321,0,0,0,0,0,657,0,0,0,0
GCA_030409075.1,15328,9,7374,3,5059,2,-37,0,0,2007,61,0,0,0,0
GCA_030409075.1,14599,1,440,14,12817,0,0,1,-9,0,1297,0,0,0,0
GCA_030409075.1,13075,0,0,14,8833,0,0,2,-6,0,3898,0,0,0,0
GCA_030409075.1,12836,7,9974,0,0,0,0,0,0,2156,0,0,0,0,0
GCA_030409075.1,12764,8,3976,6,6569,1,-7,0,0,972,6012,0,0,0,0
GCA_030409075.1,12752,14,10033,2,652,3,-35,1,-25,1470,-25,0,0,0,0
GCA_030409075.1,12136,9,8769,1,650,0,0,0,0,442,0,0,0,0,0
